text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
DIAGNOSTIC,184,60,256,31,96.0,5,1,1,1,1,1
REPORT,457,60,170,31,96.0,5,1,1,1,1,2
4,2110,87,10,20,71.0,5,1,1,1,1,3
gs,2108,104,24,32,17.0,5,1,1,1,2,1
ez,2102,130,49,36,37.0,5,1,1,1,3,1
SRL,2163,92,233,80,95.0,5,1,1,1,3,2
Diagnostics,2098,191,298,59,96.0,5,1,1,1,4,1
PATIENT,168,328,162,24,95.0,5,1,1,1,5,1
NAME,345,328,104,24,79.0,5,1,1,1,5,2
:,465,334,7,18,79.0,5,1,1,1,5,3
N,501,328,22,24,88.0,5,1,1,1,5,4
PRABHAKAR,541,327,230,25,96.0,5,1,1,1,5,5
REF.,1444,328,77,24,96.0,5,1,1,1,5,6
DOCTOR:,1538,327,155,26,95.0,5,1,1,1,5,7
SELF,1737,327,75,24,96.0,5,1,1,1,5,8
———————o————eo,148,355,368,35,1.0,5,1,1,1,6,1
oss,605,355,241,35,16.0,5,1,1,1,6,2
III,1151,355,135,35,1.0,5,1,1,1,6,4
III,1340,355,165,35,22.0,5,1,1,1,6,5
III,1650,355,138,35,17.0,5,1,1,1,6,6
a,2160,355,304,35,39.0,5,1,1,1,6,7
CODE/NAME,167,380,202,27,91.0,5,1,1,1,7,1
&,382,380,24,22,93.0,5,1,1,1,7,2
ADDRESS,416,380,154,22,93.0,5,1,1,1,7,3
:,593,386,6,16,89.0,5,1,1,1,7,4
‘ACCESSION,1073,384,181,34,39.0,5,1,1,1,7,6
NO,1269,388,41,23,93.0,5,1,1,1,7,7
:,1327,394,4,16,90.0,5,1,1,1,7,8
0042WD000493,1345,384,298,26,55.0,5,1,1,1,7,9
:70,1938,383,52,26,73.0,5,1,1,1,7,11
Years,2004,383,90,26,96.0,5,1,1,1,7,12
Male,2188,382,73,27,96.0,5,1,1,1,7,13
H,1073,421,4,9,42.0,5,1,1,1,8,1
H,1747,421,4,9,42.0,5,1,1,1,8,2
RELEX,168,428,102,25,92.0,5,1,1,1,9,1
HEALTHCARE,287,428,215,26,96.0,5,1,1,1,9,2
SERVICES,516,428,168,26,96.0,5,1,1,1,9,3
INDIA,699,428,100,25,95.0,5,1,1,1,9,4
PVT,814,428,61,25,95.0,5,1,1,1,9,5
LTD,885,428,56,25,96.0,5,1,1,1,9,6
{PATIENT,1073,430,131,54,66.0,5,1,1,1,9,7
ID,1212,444,32,22,85.0,5,1,1,1,9,8
:,1322,450,4,16,69.0,5,1,1,1,9,9
NPRAM04045342,1346,446,284,26,91.0,5,1,1,1,9,10
DRAWN,1762,444,107,22,96.0,5,1,1,1,9,11
:04/04/2023,1938,439,209,31,90.0,5,1,1,1,9,12
00:00:00,2163,440,153,26,95.0,5,1,1,1,9,13
PLOT,168,475,83,26,93.0,5,1,1,1,10,1
"63/A,",265,474,88,32,92.0,5,1,1,1,10,2
GROUND,369,475,147,26,96.0,5,1,1,1,10,3
"FLOOR,",533,475,117,31,92.0,5,1,1,1,10,4
RAGHAVENDRA,670,475,257,26,91.0,5,1,1,1,10,5
',1073,484,4,21,49.0,5,1,1,1,10,6
',1747,484,4,21,72.0,5,1,1,1,10,7
"NILAYAM,",168,516,158,31,93.0,5,1,1,1,11,1
7TH,344,516,58,25,93.0,5,1,1,1,11,2
"PHASE,KPHB",423,516,211,31,90.0,5,1,1,1,11,3
"COLONY,HYDERABAD",649,516,358,31,92.0,5,1,1,1,11,4
{CLIENT,1073,503,115,52,48.0,5,1,1,1,11,5
PATIENT,1197,495,100,42,96.0,5,1,1,1,11,6
ID:,1319,503,49,22,95.0,5,1,1,1,11,7
RECEIVED,1762,503,147,23,92.0,5,1,1,1,11,8
:04/04/2023,1936,498,211,31,89.0,5,1,1,1,11,9
12:21:57,2165,499,152,26,96.0,5,1,1,1,11,10
HYDERABAD,168,564,205,25,96.0,5,1,1,1,12,1
500072,390,564,123,26,96.0,5,1,1,1,12,2
NO,1175,552,41,23,96.0,5,1,1,1,12,4
{REPORTED,1747,551,167,42,90.0,5,1,1,1,12,5
:04/04/2023,1940,551,207,31,91.0,5,1,1,1,12,6
14:51:43,2165,552,151,26,96.0,5,1,1,1,12,7
