text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
Sy,1436,94,88,22,23.0,5,1,1,1,1,1
GER,1597,98,75,21,32.0,5,1,1,1,1,2
SY,1424,111,112,17,33.0,5,1,1,1,2,1
aS,1651,117,12,11,39.0,5,1,1,1,2,2
WO,1418,116,129,38,34.0,5,1,1,1,3,1
(oxy,1571,102,117,91,46.0,5,1,1,1,3,2
MC-3003,1561,248,110,20,91.0,5,1,1,1,4,1
PATIENT,168,328,162,24,95.0,5,1,1,1,5,1
NAME,345,328,104,24,87.0,5,1,1,1,5,2
:,465,334,7,18,80.0,5,1,1,1,5,3
FARKHUNDA,501,327,233,26,87.0,5,1,1,1,5,4
JABEEN,746,328,140,24,91.0,5,1,1,1,5,5
REF.,1444,328,77,24,96.0,5,1,1,1,5,6
DOCTOR:,1538,327,176,26,95.0,5,1,1,1,5,7
CODE/NAME,167,380,202,27,91.0,5,1,1,1,6,1
&,382,380,24,22,92.0,5,1,1,1,6,2
ADDRESS,416,380,154,22,93.0,5,1,1,1,6,3
:C000138482,593,381,228,26,58.0,5,1,1,1,6,4
‘ACCESSION,1073,384,181,34,41.0,5,1,1,1,6,5
NO,1269,388,41,23,92.0,5,1,1,1,6,6
:,1327,394,4,16,89.0,5,1,1,1,6,7
0042WB003997,1345,384,296,26,83.0,5,1,1,1,6,8
1AGE/SEX,1747,384,144,34,4.0,5,1,1,1,6,9
:42,1938,383,52,25,75.0,5,1,1,1,6,10
Years,2004,383,90,26,96.0,5,1,1,1,6,11
Female,2188,382,115,27,96.0,5,1,1,1,6,12
RELEX,168,428,102,25,92.0,5,1,1,1,7,1
HEALTHCARE,287,428,215,26,95.0,5,1,1,1,7,2
SERVICES,516,428,168,26,95.0,5,1,1,1,7,3
INDIA,699,428,100,25,96.0,5,1,1,1,7,4
PVT,814,428,61,25,96.0,5,1,1,1,7,5
LTD,885,428,56,25,96.0,5,1,1,1,7,6
‘PATIENT,1073,430,131,42,46.0,5,1,1,1,7,7
ID,1212,444,32,22,94.0,5,1,1,1,7,8
:,1322,450,4,16,64.0,5,1,1,1,7,9
FARKF24028142,1346,446,269,26,92.0,5,1,1,1,7,10
i,1747,434,4,34,95.0,5,1,1,1,7,11
DRAWN,1762,444,107,22,96.0,5,1,1,1,7,12
:24/02/2023,1938,439,209,31,79.0,5,1,1,1,7,13
00:00:00,2163,440,153,26,95.0,5,1,1,1,7,14
PLOT,168,475,83,26,93.0,5,1,1,1,8,1
"63/A,",265,474,88,32,92.0,5,1,1,1,8,2
GROUND,369,475,147,26,95.0,5,1,1,1,8,3
"FLOOR,",533,475,117,31,93.0,5,1,1,1,8,4
RAGHAVENDRA,670,475,257,26,91.0,5,1,1,1,8,5
i,1073,471,4,34,81.0,5,1,1,1,8,6
i,1747,471,4,34,81.0,5,1,1,1,8,7
