text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
PATIENT,168,328,162,24,95.0,5,1,1,1,1,1
NAME,345,328,104,24,88.0,5,1,1,1,1,2
:,465,334,7,18,77.0,5,1,1,1,1,3
FARKHUNDA,501,327,233,26,88.0,5,1,1,1,1,4
JABEEN,746,328,140,24,91.0,5,1,1,1,1,5
REF.,1444,328,77,24,95.0,5,1,1,1,1,6
DOCTOR:,1538,327,176,26,95.0,5,1,1,1,1,7
eas,614,355,162,35,20.0,5,1,1,1,2,2
ssa,780,355,77,35,41.0,5,1,1,1,2,3
i,955,355,7,35,34.0,5,1,1,1,2,4
4,1057,355,42,35,40.0,5,1,1,1,2,6
III,1337,355,424,35,23.0,5,1,1,1,2,8
IIIa,1857,371,605,9,28.0,5,1,1,1,2,9
CODE/NAME,167,380,202,27,91.0,5,1,1,1,3,1
&,382,380,24,22,93.0,5,1,1,1,3,2
ADDRESS,416,380,154,22,89.0,5,1,1,1,3,3
:C000138482,593,381,228,26,56.0,5,1,1,1,3,4
NO,1269,388,41,23,92.0,5,1,1,1,3,6
:,1327,394,4,16,90.0,5,1,1,1,3,7
0042WB003997,1345,384,296,26,73.0,5,1,1,1,3,8
TAGE/SEX,1747,384,144,34,36.0,5,1,1,1,3,9
:42,1938,383,52,25,68.0,5,1,1,1,3,10
Years,2004,383,90,26,96.0,5,1,1,1,3,11
Female,2188,382,115,27,96.0,5,1,1,1,3,12
H,1073,421,4,9,42.0,5,1,1,1,4,1
H,1747,421,4,9,42.0,5,1,1,1,4,2
RELEX,168,428,102,25,92.0,5,1,1,1,5,1
HEALTHCARE,287,428,215,26,96.0,5,1,1,1,5,2
SERVICES,516,428,168,26,96.0,5,1,1,1,5,3
INDIA,699,428,100,25,96.0,5,1,1,1,5,4
PVT,814,428,61,25,96.0,5,1,1,1,5,5
LTD,885,428,56,25,95.0,5,1,1,1,5,6
‘PATIENT,1073,425,131,59,10.0,5,1,1,1,5,7
ID,1212,444,32,22,90.0,5,1,1,1,5,8
:,1322,450,4,16,19.0,5,1,1,1,5,9
FARKF24028142,1346,446,269,26,92.0,5,1,1,1,5,10
DRAWN,1762,444,107,22,96.0,5,1,1,1,5,11
:,1938,450,4,16,17.0,5,1,1,1,5,12
24/02/2023,1951,439,196,31,17.0,5,1,1,1,5,13
00:00:00,2163,440,153,26,95.0,5,1,1,1,5,14
PLOT,168,475,83,26,93.0,5,1,1,1,6,1
"63/A,",265,474,88,32,92.0,5,1,1,1,6,2
GROUND,369,475,147,26,96.0,5,1,1,1,6,3
"FLOOR,",533,475,117,31,92.0,5,1,1,1,6,4
RAGHAVENDRA,670,475,257,26,91.0,5,1,1,1,6,5
',1073,484,4,21,49.0,5,1,1,1,6,6
',1747,484,4,21,72.0,5,1,1,1,6,7
"NILAYAM,",168,516,158,31,92.0,5,1,1,1,7,1
7TH,344,516,58,25,65.0,5,1,1,1,7,2
"PHASE,KPHB",423,516,211,31,92.0,5,1,1,1,7,3
"COLONY,",649,516,147,31,96.0,5,1,1,1,7,4
{CLIENT,1073,503,115,52,55.0,5,1,1,1,7,5
PATIENT,1197,495,100,42,96.0,5,1,1,1,7,6
ID:,1319,503,49,22,95.0,5,1,1,1,7,7
{,1747,509,4,46,42.0,5,1,1,1,7,8
RECEIVED,1775,503,134,23,96.0,5,1,1,1,7,9
:,1936,521,4,4,61.0,5,1,1,1,7,10
24/02/2023,1951,498,196,31,96.0,5,1,1,1,7,11
11:15:24,2165,499,152,26,96.0,5,1,1,1,7,12
HYDERABAD,168,564,205,25,96.0,5,1,1,1,8,1
500072,390,564,123,26,96.0,5,1,1,1,8,2
